tender_id,tender_risk_score,tender_risk_level,vendor_count,max_vendor_risk,avg_vendor_risk,high_risk_vendors,suspicious_vendors,judul,instansi,tanggal,nilai_hps,sumber
NORMAL-2024-00100,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 100,Dinas Bina Marga Jakarta Utara,2024-11-07,26301927186.0,demo
NORMAL-2024-00101,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 101,Kementerian PUPR — Balai Besar,2023-09-04,42542376147.0,demo
NORMAL-2024-00102,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 102,Dinas Perumahan Rakyat DKI Jakarta,2023-02-22,13788848599.0,demo
NORMAL-2024-00103,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 103,Satuan Kerja PUPR DKI,2024-04-22,26915681307.0,demo
NORMAL-2024-00104,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 104,Dinas PU DKI Jakarta,2023-09-25,27888922395.0,demo
NORMAL-2024-00105,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 105,Kementerian PUPR — Balai Besar,2023-07-08,45886519790.0,demo
NORMAL-2024-00106,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 106,Dinas PU DKI Jakarta,2024-06-28,27806356265.0,demo
NORMAL-2024-00107,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 107,Dinas Bina Marga Jakarta Utara,2023-04-20,45943417801.0,demo
NORMAL-2024-00108,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 108,Kementerian PUPR — Balai Besar,2023-02-27,32019029740.0,demo
NORMAL-2024-00109,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 109,Dinas Bina Marga Jakarta Utara,2024-12-30,41134668195.0,demo
NORMAL-2024-00110,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 110,Dinas Cipta Karya Jakarta Selatan,2024-05-27,37400099782.0,demo
NORMAL-2024-00111,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 111,Satuan Kerja PUPR DKI,2024-03-18,9694023372.0,demo
NORMAL-2024-00112,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 112,Kementerian PUPR — Balai Besar,2024-07-24,27959630030.0,demo
NORMAL-2024-00113,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 113,Dinas Bina Marga Jakarta Utara,2023-10-03,15405997636.0,demo
NORMAL-2024-00114,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 114,Dinas SDA DKI Jakarta,2024-03-26,17069443075.0,demo
NORMAL-2024-00115,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 115,Dinas PU DKI Jakarta,2024-04-17,47177258313.0,demo
NORMAL-2024-00116,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 116,Satuan Kerja PUPR DKI,2023-03-17,22728802681.0,demo
NORMAL-2024-00117,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 117,Dinas SDA DKI Jakarta,2024-03-16,5744255305.0,demo
NORMAL-2024-00118,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 118,Dinas Bina Marga Jakarta Utara,2023-12-20,49886284908.0,demo
NORMAL-2024-00119,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 119,Dinas SDA DKI Jakarta,2024-10-25,5913452748.0,demo
NORMAL-2024-00120,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 120,Satuan Kerja PUPR DKI,2023-01-30,37000724293.0,demo
NORMAL-2024-00121,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 121,Dinas SDA DKI Jakarta,2023-07-21,23148745899.0,demo
NORMAL-2024-00122,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 122,Dinas Cipta Karya Jakarta Selatan,2024-11-19,7130414598.0,demo
NORMAL-2024-00123,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 123,Kementerian PUPR — Balai Besar,2024-10-12,27100273865.0,demo
NORMAL-2024-00124,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 124,Dinas Perumahan Rakyat DKI Jakarta,2023-10-27,2118406799.0,demo
NORMAL-2024-00125,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 125,Dinas PU DKI Jakarta,2024-03-27,27544487099.0,demo
NORMAL-2024-00126,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 126,Satuan Kerja PUPR DKI,2023-06-19,30999484389.0,demo
NORMAL-2024-00127,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 127,Dinas Cipta Karya Jakarta Selatan,2023-05-19,48157213752.0,demo
NORMAL-2024-00128,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 128,Dinas Cipta Karya Jakarta Selatan,2024-02-17,26022866868.0,demo
NORMAL-2024-00129,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 129,Dinas Perumahan Rakyat DKI Jakarta,2024-03-15,41329958558.0,demo
NORMAL-2024-00130,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 130,Satuan Kerja PUPR DKI,2023-07-27,49786856402.0,demo
NORMAL-2024-00131,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 131,Dinas Perumahan Rakyat DKI Jakarta,2024-03-15,32946518805.0,demo
NORMAL-2024-00132,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 132,Dinas Bina Marga Jakarta Utara,2023-03-12,26760159689.0,demo
NORMAL-2024-00133,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 133,Dinas Perumahan Rakyat DKI Jakarta,2023-03-30,44881350808.0,demo
NORMAL-2024-00134,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 134,BPTJ DKI Jakarta,2024-12-08,1827808104.0,demo
NORMAL-2024-00135,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 135,Dinas Bina Marga Jakarta Utara,2024-04-27,47745422705.0,demo
NORMAL-2024-00136,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 136,Satuan Kerja PUPR DKI,2024-03-09,35239626612.0,demo
NORMAL-2024-00137,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 137,Satuan Kerja PUPR DKI,2024-08-23,31897565244.0,demo
NORMAL-2024-00138,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 138,Dinas SDA DKI Jakarta,2023-05-10,37613931013.0,demo
NORMAL-2024-00139,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 139,Dinas Bina Marga Jakarta Utara,2024-01-12,8286844065.0,demo
NORMAL-2024-00140,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 140,Dinas SDA DKI Jakarta,2024-01-28,46051213990.0,demo
NORMAL-2024-00141,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 141,Dinas PU DKI Jakarta,2023-07-03,11547660517.0,demo
NORMAL-2024-00142,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 142,Dinas Perumahan Rakyat DKI Jakarta,2023-06-04,815705196.0,demo
NORMAL-2024-00143,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 143,BPTJ DKI Jakarta,2023-04-06,2673063152.0,demo
NORMAL-2024-00144,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 144,Dinas Bina Marga Jakarta Utara,2023-08-31,14937963191.0,demo
NORMAL-2024-00145,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 145,Dinas SDA DKI Jakarta,2023-08-01,22869895307.0,demo
NORMAL-2024-00146,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 146,Dinas Bina Marga Jakarta Utara,2023-02-01,47628782038.0,demo
NORMAL-2024-00147,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 147,Dinas Cipta Karya Jakarta Selatan,2023-01-23,49859490593.0,demo
NORMAL-2024-00148,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 148,Satuan Kerja PUPR DKI,2024-05-23,1959373504.0,demo
NORMAL-2024-00149,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 149,Dinas SDA DKI Jakarta,2024-05-06,27453631399.0,demo
NORMAL-2024-00150,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 150,Dinas Perumahan Rakyat DKI Jakarta,2023-09-30,26917633447.0,demo
NORMAL-2024-00151,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 151,Dinas Cipta Karya Jakarta Selatan,2023-02-27,12014856225.0,demo
NORMAL-2024-00152,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 152,Dinas Bina Marga Jakarta Utara,2023-04-24,42400803935.0,demo
NORMAL-2024-00153,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 153,Dinas SDA DKI Jakarta,2023-08-17,33443817639.0,demo
NORMAL-2024-00154,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 154,Dinas SDA DKI Jakarta,2024-09-18,11434314897.0,demo
NORMAL-2024-00155,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 155,Satuan Kerja PUPR DKI,2024-03-24,36762932478.0,demo
NORMAL-2024-00156,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 156,Dinas PU DKI Jakarta,2023-10-29,1493860917.0,demo
NORMAL-2024-00157,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 157,Satuan Kerja PUPR DKI,2023-06-10,3151009262.0,demo
NORMAL-2024-00158,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 158,Kementerian PUPR — Balai Besar,2023-07-24,5300851425.0,demo
NORMAL-2024-00159,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 159,Satuan Kerja PUPR DKI,2024-01-14,9735855587.0,demo
NORMAL-2024-00160,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 160,Dinas SDA DKI Jakarta,2024-07-08,20992339317.0,demo
NORMAL-2024-00161,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 161,Kementerian PUPR — Balai Besar,2023-06-27,47478543410.0,demo
NORMAL-2024-00162,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 162,Dinas Cipta Karya Jakarta Selatan,2023-03-31,19710908074.0,demo
NORMAL-2024-00163,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 163,BPTJ DKI Jakarta,2024-07-02,44066721339.0,demo
NORMAL-2024-00164,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 164,Dinas PU DKI Jakarta,2023-12-12,40960603303.0,demo
NORMAL-2024-00165,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 165,Satuan Kerja PUPR DKI,2024-05-11,38094918114.0,demo
NORMAL-2024-00166,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 166,Kementerian PUPR — Balai Besar,2023-02-21,45942537932.0,demo
NORMAL-2024-00167,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 167,Dinas Perumahan Rakyat DKI Jakarta,2023-08-15,32545304642.0,demo
NORMAL-2024-00168,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 168,Satuan Kerja PUPR DKI,2024-08-21,5564449097.0,demo
NORMAL-2024-00169,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 169,Satuan Kerja PUPR DKI,2024-11-07,16319494040.0,demo
NORMAL-2024-00170,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 170,Dinas Perumahan Rakyat DKI Jakarta,2024-12-03,26964437526.0,demo
NORMAL-2024-00171,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 171,Dinas SDA DKI Jakarta,2023-08-17,37338391502.0,demo
NORMAL-2024-00172,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 172,Satuan Kerja PUPR DKI,2024-06-26,15268609814.0,demo
NORMAL-2024-00173,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 173,Dinas Bina Marga Jakarta Utara,2023-03-24,24635251865.0,demo
NORMAL-2024-00174,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 174,Dinas PU DKI Jakarta,2024-11-23,704129782.0,demo
NORMAL-2024-00175,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 175,Satuan Kerja PUPR DKI,2023-01-20,11806705099.0,demo
NORMAL-2024-00176,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 176,Dinas Perumahan Rakyat DKI Jakarta,2024-12-12,34444131413.0,demo
NORMAL-2024-00177,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 177,Dinas Cipta Karya Jakarta Selatan,2023-10-17,6143621358.0,demo
NORMAL-2024-00178,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 178,Kementerian PUPR — Balai Besar,2023-08-01,34566093815.0,demo
NORMAL-2024-00179,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 179,Dinas Cipta Karya Jakarta Selatan,2023-06-28,43769952234.0,demo
NORMAL-2024-00180,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 180,Dinas Cipta Karya Jakarta Selatan,2024-01-17,40840732332.0,demo
NORMAL-2024-00181,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 181,Dinas Bina Marga Jakarta Utara,2023-04-17,21093371973.0,demo
NORMAL-2024-00182,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 182,Dinas Perumahan Rakyat DKI Jakarta,2024-11-16,43720606403.0,demo
NORMAL-2024-00183,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 183,Kementerian PUPR — Balai Besar,2023-11-25,12424144927.0,demo
NORMAL-2024-00184,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 184,Dinas Cipta Karya Jakarta Selatan,2024-02-18,20910758110.0,demo
NORMAL-2024-00185,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 185,Dinas Cipta Karya Jakarta Selatan,2023-04-10,38086337578.0,demo
NORMAL-2024-00186,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 186,BPTJ DKI Jakarta,2024-09-17,10198112624.0,demo
NORMAL-2024-00187,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 187,Dinas Cipta Karya Jakarta Selatan,2024-04-06,23140699909.0,demo
NORMAL-2024-00188,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 188,Dinas Perumahan Rakyat DKI Jakarta,2023-10-08,20194564825.0,demo
NORMAL-2024-00189,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 189,BPTJ DKI Jakarta,2024-12-04,17592032254.0,demo
NORMAL-2024-00190,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 190,BPTJ DKI Jakarta,2023-06-14,49184853484.0,demo
NORMAL-2024-00191,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 191,Dinas SDA DKI Jakarta,2024-07-19,3163208519.0,demo
NORMAL-2024-00192,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 192,BPTJ DKI Jakarta,2023-01-06,16862858043.0,demo
NORMAL-2024-00193,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 193,Dinas Perumahan Rakyat DKI Jakarta,2024-09-25,26759695333.0,demo
NORMAL-2024-00194,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 194,Kementerian PUPR — Balai Besar,2024-05-13,2670657215.0,demo
NORMAL-2024-00195,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 195,Dinas PU DKI Jakarta,2023-03-31,4125777443.0,demo
NORMAL-2024-00196,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 196,Dinas Cipta Karya Jakarta Selatan,2024-08-22,2753084262.0,demo
NORMAL-2024-00197,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 197,Dinas PU DKI Jakarta,2024-04-30,8238011970.0,demo
NORMAL-2024-00198,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 198,Dinas Bina Marga Jakarta Utara,2023-05-07,2567770453.0,demo
NORMAL-2024-00199,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 199,Kementerian PUPR — Balai Besar,2024-10-22,27708398179.0,demo
NORMAL-2024-00200,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 200,BPTJ DKI Jakarta,2024-12-11,29416411676.0,demo
NORMAL-2024-00201,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 201,BPTJ DKI Jakarta,2023-05-24,44619203427.0,demo
NORMAL-2024-00202,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 202,Dinas PU DKI Jakarta,2024-07-18,13400507911.0,demo
NORMAL-2024-00203,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 203,Dinas Bina Marga Jakarta Utara,2024-05-10,46989175284.0,demo
NORMAL-2024-00204,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 204,Kementerian PUPR — Balai Besar,2024-04-10,44136823075.0,demo
NORMAL-2024-00205,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 205,Satuan Kerja PUPR DKI,2024-10-31,19236666594.0,demo
NORMAL-2024-00206,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 206,Dinas Cipta Karya Jakarta Selatan,2024-11-07,11902143464.0,demo
NORMAL-2024-00207,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 207,BPTJ DKI Jakarta,2023-07-04,26073714286.0,demo
NORMAL-2024-00208,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 208,BPTJ DKI Jakarta,2023-06-21,36347246505.0,demo
NORMAL-2024-00209,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 209,Dinas PU DKI Jakarta,2024-06-28,25414795803.0,demo
NORMAL-2024-00210,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 210,Satuan Kerja PUPR DKI,2024-01-15,43803802886.0,demo
NORMAL-2024-00211,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 211,Dinas Cipta Karya Jakarta Selatan,2024-06-16,856105596.0,demo
NORMAL-2024-00212,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 212,Satuan Kerja PUPR DKI,2023-05-22,42822446680.0,demo
NORMAL-2024-00213,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 213,Satuan Kerja PUPR DKI,2024-02-15,30891296740.0,demo
NORMAL-2024-00214,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Cipta Karya Jakarta Selatan Paket 214,Dinas Cipta Karya Jakarta Selatan,2023-10-10,39093807509.0,demo
NORMAL-2024-00215,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 215,Dinas Perumahan Rakyat DKI Jakarta,2024-04-10,46520835120.0,demo
NORMAL-2024-00216,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 216,Kementerian PUPR — Balai Besar,2024-08-23,43170152324.0,demo
NORMAL-2024-00217,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 217,Dinas Bina Marga Jakarta Utara,2024-05-02,16036702588.0,demo
NORMAL-2024-00218,0.35,LOW,3,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 218,Dinas Bina Marga Jakarta Utara,2023-04-20,6433985386.0,demo
NORMAL-2024-00219,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 219,BPTJ DKI Jakarta,2024-05-17,9552157225.0,demo
NORMAL-2024-00220,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 220,Dinas SDA DKI Jakarta,2024-01-06,30832515770.0,demo
NORMAL-2024-00221,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 221,Dinas Perumahan Rakyat DKI Jakarta,2023-04-13,36180365241.0,demo
NORMAL-2024-00222,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Dinas SDA DKI Jakarta Paket 222,Dinas SDA DKI Jakarta,2024-05-13,15351692017.0,demo
NORMAL-2024-00223,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 223,Dinas Bina Marga Jakarta Utara,2023-10-19,18077897400.0,demo
NORMAL-2024-00224,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi Kementerian PUPR — Balai Besar Paket 224,Kementerian PUPR — Balai Besar,2024-01-07,37520827175.0,demo
NORMAL-2024-00225,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 225,Dinas Bina Marga Jakarta Utara,2023-03-28,32914217439.0,demo
NORMAL-2024-00226,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Bina Marga Jakarta Utara Paket 226,Dinas Bina Marga Jakarta Utara,2024-08-28,30080417842.0,demo
NORMAL-2024-00227,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 227,BPTJ DKI Jakarta,2023-01-10,38410525570.0,demo
NORMAL-2024-00228,0.35,LOW,7,0.35,0.35,0,,Pekerjaan Konstruksi BPTJ DKI Jakarta Paket 228,BPTJ DKI Jakarta,2023-10-19,32598623527.0,demo
NORMAL-2024-00229,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 229,Dinas Perumahan Rakyat DKI Jakarta,2023-04-03,7958842838.0,demo
NORMAL-2024-00230,0.35,LOW,8,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 230,Satuan Kerja PUPR DKI,2023-01-13,6537097031.0,demo
NORMAL-2024-00231,0.35,LOW,6,0.35,0.35,0,,Pekerjaan Konstruksi Dinas Perumahan Rakyat DKI Jakarta Paket 231,Dinas Perumahan Rakyat DKI Jakarta,2023-04-26,12180308970.0,demo
NORMAL-2024-00232,0.35,LOW,4,0.35,0.35,0,,Pekerjaan Konstruksi Dinas PU DKI Jakarta Paket 232,Dinas PU DKI Jakarta,2023-03-03,18098124928.0,demo
NORMAL-2024-00233,0.35,LOW,5,0.35,0.35,0,,Pekerjaan Konstruksi Satuan Kerja PUPR DKI Paket 233,Satuan Kerja PUPR DKI,2024-01-02,36357758315.0,demo
